@relation veh-prime-edited

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute Class {noncar,car}

@data
0.189,0.768,1.557297,-0.683325,1.15281,-0.259556,-0.368165,0.572729,-0.598138,0.060369,0.273909,0.97922,0.058116,1.528438,-1.351156,-0.024371,1.723583,-0.169585,-0.208026,1.981668,1.133447,-0.134977,1.693609,-0.031531,-0.023829,1.094285,-0.172855,0.009783,0.045468,0.10562,0.2795,0.441974,-0.084184,0.007336,0.170285,-0.673721,car
-0.167,-1.783,0.343168,-0.157463,-0.453332,-0.004105,-0.06519,-0.820785,-0.0796,-0.206199,-0.285721,-0.318242,0.690202,-0.415763,0.240232,0.067366,-0.616567,0.041084,-0.027749,0.107463,-0.404309,-0.051493,-0.534407,0.042421,0.110674,0.747192,0.693981,0.888695,-0.019488,-0.025857,-0.041713,-0.241412,-0.986791,-0.753736,-0.860445,0.114745,noncar
-0.046,-0.568,-1.501878,0.088085,-0.290127,0.131215,0.398171,0.084361,-0.017089,0.008963,-0.223886,-0.459263,0.135227,-0.364915,0.145439,-0.493789,-0.614415,0.09388,0.711969,-1.599933,-0.504704,0.594036,-0.443464,-0.014875,0.01568,-1.60083,-1.315608,-0.002126,-0.25884,-0.046604,0.165417,1.084194,1.49023,0.309083,1.188892,0.00453,car
-0.995,-0.082,-0.07928,0.122879,-0.577698,-0.955268,-0.016001,-0.242993,-0.294003,0.13215,-0.313973,-0.439238,-0.047173,-0.372161,0.101725,0.038531,-0.244016,-0.02423,0.069945,-0.125635,-0.264546,0.015164,-0.2963,-0.830699,-0.20615,0.316066,-1.003514,-0.132671,0.946589,-0.938429,-0.508195,0.255213,0.930731,0.509529,0.722317,-0.088095,car
0.005,-1.054,-0.468112,0.749361,-1.48402,-0.905746,0.593221,-1.040232,-0.403443,-0.661867,-0.413115,0.002042,-0.145796,-0.633603,0.663728,-0.434279,-0.629366,-0.10019,0.034395,-0.250767,-0.752347,0.75871,-0.655792,-0.057197,0.337838,-0.131411,1.366432,0.779195,0.299362,0.525976,-0.55483,-0.931966,-1.612234,-0.306597,-1.909347,1.012726,noncar
0.19,0.889,1.627767,-0.725929,1.675466,-0.250187,0.005818,1.764968,0.913925,-0.019664,0.665557,0.050345,0.284698,1.417758,-1.370674,-0.151522,1.30643,-1.016559,0.081509,1.425244,1.232132,-0.162135,1.319431,0.402448,0.175196,1.229844,-0.190018,-0.066934,-0.899771,0.021872,-0.003318,0.344517,-0.237839,0.104697,0.561287,-0.014824,car
-0.004,-1.054,0.339014,-0.452804,-0.380079,-0.835657,-0.174901,-1.395181,-1.095575,-0.730647,0.043672,-1.016333,0.03557,-0.361161,0.452415,-0.00572,-0.273589,0.737552,0.058634,1.132487,-0.593151,-0.560726,-0.537551,0.213421,-0.035563,0.034468,0.655075,0.025879,-1.141907,-0.268501,0.209399,-0.567422,-1.06989,-0.062021,-0.529214,-0.106287,noncar
-0.007,-0.082,-0.598553,-0.873912,-0.54549,-0.369349,0.015779,-1.401646,-1.283557,-0.042528,-0.353877,-0.554231,-0.313641,-0.920951,1.046127,-0.120729,-0.979863,-0.02495,-0.538282,-0.46454,-0.766677,-0.404346,-0.865942,-0.510443,-0.48237,-0.720709,0.678277,0.033382,-0.223134,0.206773,-0.001126,0.309544,-0.825158,0.024131,-1.469766,-0.579025,noncar
0.208,0.16,-1.466919,0.025679,-0.564306,0.001522,-0.03364,0.72341,1.364994,0.692914,-0.521475,-0.02006,0.069472,-0.353207,0.04111,0.074146,-0.586714,0.004464,-0.102593,-1.533571,-0.153116,-0.579907,-0.44225,-0.096613,0.135755,-1.612137,-0.17034,0.039693,-0.889364,-0.06559,0.257049,0.759979,1.574995,0.59773,1.157687,-0.05395,noncar
0.526,-0.325,-0.93106,0.704544,0.042977,-0.010776,-0.042265,0.181587,-0.398869,0.107997,-0.42592,0.013393,-0.136276,-0.006234,-0.261518,-0.09581,-0.253259,0.068342,-0.021292,-1.026169,0.054958,1.036388,-0.140676,-0.061126,-0.203567,-1.059477,-0.717857,-0.135948,-1.263322,-0.236279,0.004452,1.291711,0.494287,0.318465,0.434975,-0.009718,car
0.168,1.132,1.668663,-0.15051,1.288789,-0.01269,-0.036304,1.251617,0.39659,0.58304,0.612704,0.005817,0.879169,1.272316,-1.381276,-0.169058,1.285963,0.313529,-0.121632,1.216228,1.293173,0.064296,1.310321,0.035473,-0.192683,2.31278,0.001545,-0.393826,-0.298783,-0.057611,-0.082324,0.369985,-0.131664,-0.153065,0.083241,-0.133106,car
-0.423,-1.054,-1.776742,0.022326,-1.861063,0.31396,-0.010901,-1.323071,-0.473719,0.25827,-0.499814,-0.019067,-0.367186,-1.651863,2.12961,-0.046732,-1.406854,0.643028,-0.28551,-1.892752,-1.572258,-0.343768,-1.395334,-0.340572,0.96646,-1.461931,-0.301684,-0.944453,-0.715778,0.001591,0.925573,0.769975,-0.589675,0.045069,-0.942605,-0.071919,car
-0.321,0.16,-1.126176,0.836974,-1.013274,-0.06026,0.172887,-1.291347,-1.20213,-0.734229,-0.129629,-0.387371,0.057699,-1.052886,1.395388,0.155222,-1.030701,-0.009242,0.003811,-0.464815,-0.922232,-0.020532,-1.033078,-0.200789,0.010785,-0.981783,0.677349,0.137671,0.997122,-0.01475,0.149554,-0.492514,-0.901876,0.044814,-1.663831,-0.035373,noncar
-0.144,1.253,2.155921,-0.010961,1.419478,-0.62981,0.276671,1.81251,0.934154,0.101487,0.514488,-0.020812,-0.379243,1.55096,-1.333672,-0.208563,1.710506,-0.032995,-0.058483,1.921464,1.405765,-0.076965,1.671584,-0.048603,-0.398875,2.206258,-0.202964,0.036876,0.185557,0.64611,-0.095797,-0.934082,-0.22396,0.195497,0.023395,-0.0819,car
-0.116,-1.175,-0.137137,-0.028567,-0.129147,0.028811,0.31914,-0.874268,-0.565145,0.133443,0.481323,0.361689,0.814518,-0.438783,0.381866,-0.055814,-0.19489,-0.463997,-0.348792,0.573665,-0.63095,0.01911,-0.575663,-0.377326,-0.678444,0.069517,0.317252,0.141689,-0.346466,-0.017348,0.133097,0.517016,-1.007263,0.145813,-0.3217,-0.12363,noncar
0.16,0.039,-0.294046,0.101289,-0.914488,-0.26503,-0.385795,0.053925,0.721937,-0.311191,-0.528598,0.073268,-0.05675,-0.822419,0.696488,-0.031521,-0.973899,-0.036527,0.017402,-0.423138,-0.793721,0.069858,-0.652779,0.057445,0.055507,0.062137,-0.958782,-0.108113,0.667521,-0.08555,0.142308,-0.524152,1.467077,-0.365391,1.064222,0.021075,noncar
-0.397,-0.082,0.22828,0.624395,0.12364,0.056419,-0.567709,-0.233983,0.47567,0.550874,0.74944,0.270599,-0.039571,-0.430205,0.263048,0.056972,-0.571722,0.801519,0.160806,0.655782,-0.349109,-0.20199,-0.552603,-0.078472,0.07542,0.137519,0.464134,-0.716377,-0.877766,-0.15678,-0.044866,-0.326742,-0.858747,-0.837208,0.034568,0.026932,noncar
-0.388,2.225,0.835926,0.009197,1.8087,0.035663,0.125231,0.558789,-0.774211,0.313817,0.599603,-0.949132,0.084344,1.365502,-1.318051,-0.041579,1.269977,-0.050129,-0.150436,0.723767,1.324591,-0.001344,1.343669,0.034633,0.067803,0.876383,-0.10731,0.078037,2.38583,0.126813,-0.159916,1.553801,0.479828,0.016037,0.871835,0.188142,car
-0.007,-0.325,-1.417173,0.01406,-0.360594,-0.008318,0.059582,-0.380408,-0.699225,-0.217732,-0.375311,-0.009731,-0.014058,-0.470713,0.109479,0.310266,-0.569595,0.062409,-0.30717,-1.517412,-0.411577,-0.095271,-0.386566,-0.072468,-0.040433,-1.596519,-0.992948,-0.4441,0.360966,0.663059,-0.602579,0.3157,0.974115,0.187033,0.716447,0.003579,car
0.384,-0.204,-0.308774,-0.372721,-0.835687,0.225656,0.095059,-0.376801,-0.758309,-0.852707,-0.313603,-0.030607,0.172617,-0.497854,0.413147,0.461001,-0.626179,-0.113729,0.509264,-0.264102,-0.626637,-0.675829,-0.475738,0.522584,-0.011205,-0.193814,-1.235188,0.5592,1.508856,-0.106738,0.042279,0.611452,1.416083,0.009434,0.974314,-0.740118,car
0.524,0.646,0.525795,-0.098404,1.424654,-0.041431,-0.61046,0.807045,0.140541,-0.052649,0.309181,-0.014788,0.012719,0.98038,-0.987068,-0.014871,0.932825,-0.1998,0.984222,0.266986,1.064506,-0.927639,0.846774,-0.343995,0.024974,0.73384,0.142303,0.040608,0.291321,-0.33561,0.166899,-0.990171,-0.19762,0.488173,0.194307,-0.015056,car
-0.025,0.525,2.224219,0.031374,1.201619,-0.522774,0.962446,1.198418,0.380109,-0.174824,0.703649,0.076757,-0.219889,1.762923,-1.447786,0.03406,1.674435,0.589407,-0.045545,2.35138,1.101556,-0.022729,1.83771,0.044756,-0.766986,1.250086,-0.191775,0.422605,-0.081205,0.642831,-0.391454,-1.386695,-0.699591,-0.853113,-0.070106,-0.035345,car
-0.072,-1.297,-1.269732,0.053303,-1.800311,0.090982,0.045186,-1.459768,-0.775278,-0.075174,-0.897885,1.004323,0.031128,-1.21462,1.416833,-0.478917,-1.035616,0.631146,0.041521,-1.437587,-1.371395,0.040369,-1.102439,0.408831,0.193346,-1.049,1.204259,-0.380769,-0.394632,-0.325364,0.570378,-0.004633,-1.409499,0.088875,-1.692181,-0.005243,car
-0.026,-0.325,-0.916733,0.018758,0.366364,-0.058375,-0.300993,0.639696,0.11782,0.163085,0.10798,-0.205004,-0.125149,0.289608,-0.37442,-0.054319,0.138921,0.685878,0.977107,-1.070183,0.219422,-0.481404,0.110769,-0.57439,-0.198165,-0.497765,-0.475041,0.413647,-1.313308,0.081187,0.157256,1.144303,0.372795,-0.123337,0.347891,-0.00952,car
-0.21,-0.568,-0.8305,0.050133,-1.356083,-0.038253,-0.037561,-1.222272,-0.729172,0.029821,-0.526987,0.115844,-0.395921,-1.50696,1.961563,-0.007808,-1.430378,0.704614,-0.485305,-0.737894,-1.531503,-0.025442,-1.272932,0.632856,-0.423372,-0.638026,-0.973278,0.18125,0.803915,-0.138163,0.2008,-0.532192,0.612085,0.451036,0.462396,-0.036311,noncar
-0.254,-0.568,-1.640617,-0.443733,-0.766982,-0.077173,-0.076551,-0.905147,-0.44527,0.145649,-0.394428,-0.338016,-0.008865,-1.379601,1.605474,-0.350186,-1.427835,0.068433,0.606606,-1.318245,-1.276701,-0.003528,-1.043825,-0.638306,0.006379,-1.861924,-1.113214,-0.089834,-0.47512,-0.358779,0.071786,0.779778,1.522364,0.482468,1.53548,-0.527811,noncar
-0.169,1.132,0.647001,-0.108459,1.148134,-0.028024,-0.71293,0.822019,-0.26317,-1.045319,0.274869,-0.16136,0.004625,0.53581,-0.831336,0.109478,0.46932,-0.075972,0.169219,0.845367,0.472199,-0.596158,0.574258,0.096149,0.490226,0.105269,-1.491002,0.057555,1.265324,0.06199,0.007268,-0.412468,1.464253,0.089638,1.720218,-0.35151,car
-0.066,-1.661,-0.028982,0.088329,-0.681858,-0.011691,1.028627,-1.219871,-0.739514,-0.313806,-0.336793,0.36402,0.013064,-0.539498,0.474352,0.29549,-0.564428,0.491553,-0.047043,-0.050656,-0.641069,-0.211955,-0.554714,0.003331,-0.458969,-0.001346,0.94795,0.051179,-0.654333,0.397336,0.032449,0.362517,-1.308985,-0.212001,-1.198937,-1.026274,noncar
-0.063,-0.932,-0.46438,-0.129994,-1.100727,0.122594,0.003518,-1.607802,-1.111956,0.24179,-0.587223,0.304302,0.025798,-0.560352,0.420264,0.152018,-0.540942,-0.31744,-0.020023,-0.445858,-0.448839,-0.046201,-0.619486,-0.596079,-0.044672,-0.048974,1.646409,0.672975,-0.277684,-0.064194,0.510401,-0.893489,-1.570303,-0.565514,-1.687775,0.627986,noncar
0.059,0.768,0.137308,0.056286,-0.052603,0.060858,0.022591,0.555458,-0.00738,-0.008623,0.124101,0.06345,0.064519,-0.087963,-0.033059,0.174255,-0.222171,-0.895226,-0.072137,0.403442,0.071468,-0.974063,-0.176039,-0.026375,-0.176948,-0.04272,-1.248387,-0.074003,1.381344,-0.068222,-0.032845,-0.457655,1.445445,-0.002277,1.497823,0.004748,car
-0.028,-0.932,-0.95875,-0.825888,-1.41484,0.190497,-0.08909,-0.890162,-0.283394,-0.068055,-0.319082,0.212289,-0.763816,-1.544205,1.801932,0.045091,-1.455221,-0.422329,-0.190624,-1.009882,-1.565665,0.033114,-1.3995,0.237121,-0.001184,-1.091536,-1.574782,0.266785,0.043356,0.046558,0.039771,-0.52625,1.792902,-0.180908,1.487808,-0.391299,noncar
0.036,-1.297,-1.345857,-0.134869,-1.217308,0.014911,-0.018501,-1.639044,-1.106037,0.009288,-0.597117,0.752415,0.488334,-1.373862,1.717908,-0.035971,-1.378772,-0.494792,0.54719,-1.460258,-1.406582,0.038732,-1.332824,0.017989,0.124032,-1.215045,0.846665,-0.055889,-1.294816,-0.240006,0.174689,-0.597104,-1.285962,-0.017087,-1.489807,-0.44594,noncar
-0.067,-1.418,-0.06061,-0.087729,-0.867909,0.01331,0.397205,-0.56665,0.933172,0.028561,-0.765353,0.054162,0.07823,-0.59657,0.624358,-0.247925,-0.537072,0.039356,0.067627,-0.286435,-0.661112,0.052959,-0.607093,-0.067668,-0.355927,0.16543,0.965462,-0.682677,-0.2987,0.025559,0.035005,-1.369397,-1.31862,-0.64282,-1.488157,-0.08103,noncar
0.008,-0.082,0.313217,-0.057619,0.288483,0.037372,1.032215,0.99765,0.528868,0.567943,-0.340799,0.020334,-0.024033,0.055324,-0.391302,0.020665,0.102895,-0.331871,-0.808254,0.20716,0.373086,-0.055189,-0.017547,-0.042376,0.069709,0.89123,-0.853378,-0.011616,-1.288709,-0.23334,0.393684,-1.10478,1.037489,-0.153858,0.92369,-0.040862,car
-0.133,-0.325,-0.355353,0.102962,0.364632,-0.013131,-0.719136,-0.332025,-0.023108,0.131444,0.085796,0.232564,-1.010429,-0.564067,0.521598,0.034891,-0.540889,0.085293,-0.226875,0.581963,-0.787581,0.319238,-0.706079,-0.167935,0.147895,-1.095837,-1.175798,0.467852,-1.133271,-0.404739,0.000068,1.424834,1.349475,-0.112021,1.542513,-0.040461,noncar
0.556,0.282,-0.010647,0.040655,-0.076541,-0.170504,0.248937,-0.243194,0.162634,-0.848922,0.036559,-0.116705,0.222363,-0.634692,0.659085,-0.332714,-0.588486,0.055764,-0.905411,-0.089326,-0.860223,0.094636,-0.728055,-0.044951,-0.006871,-0.320153,-1.149868,-0.084233,-0.220101,-0.04137,-0.02163,-0.393202,1.64319,0.020625,1.495113,0.051692,noncar
0.072,1.618,1.936395,-0.278226,1.505357,0.272148,0.055931,0.331232,-1.381041,0.105726,-0.164775,0.451082,0.084998,2.527212,-1.878001,0.059722,2.748623,0.082924,0.03537,1.635996,2.732405,-0.777247,2.876107,-0.059043,-0.026893,1.792537,1.370681,-0.104684,-0.904275,-0.889607,0.375776,0.744782,-1.293797,0.133196,-1.494205,0.174739,noncar
-0.117,-0.811,-0.157563,-0.019977,-0.787126,0.5938,0.042392,0.347801,1.725167,0.283814,-0.547477,0.15183,-0.733555,-0.621782,0.418186,-0.220542,-0.587369,0.534049,0.008931,-0.523226,-0.740971,0.711028,-0.688456,1.02905,-0.296454,0.090717,-0.526255,0.132197,-0.090974,-0.037471,-0.060891,-1.327482,0.86255,-0.100987,0.711535,0.056424,noncar
0.015,-1.297,0.236274,0.045226,-0.526316,0.094444,-0.048786,-0.982423,-0.281565,-0.047455,-0.507301,-0.004874,0.002767,-0.593955,0.50883,-0.652517,-0.600878,-0.021734,0.308188,-0.065511,-0.664408,-0.090386,-0.68954,0.835188,0.391419,0.186647,0.281738,-0.137818,0.319623,-0.083286,-0.063604,-1.381486,-0.64391,0.052315,-0.650528,0.085076,noncar
-0.353,-0.932,-0.557549,-0.069283,-1.074131,0.30572,0.089234,-1.21429,-0.894367,0.202927,-0.38951,0.025746,0.010894,-0.976876,1.196795,-0.08258,-1.013311,0.171407,0.543638,-0.799113,-1.052815,-0.041333,-1.012795,0.27748,-0.044688,-0.211436,0.220441,-0.161789,-0.696485,-0.017704,-0.044022,-0.900392,-1.432482,0.006362,-1.175667,0.57095,car
-0.716,1.861,1.517268,0.974736,1.709252,0.04816,-0.004566,1.559741,0.839971,0.001239,0.589859,-0.06644,-0.011721,1.429336,-1.25599,0.024883,1.241381,0.037605,-0.050432,1.392904,1.176721,0.102856,1.408,0.009801,-0.163403,1.125971,-0.605948,-0.008225,0.923887,-0.231172,-0.209518,2.182172,0.084855,0.080511,0.872418,0.174723,car
-0.006,0.039,-1.291974,0.040587,-0.546492,-0.405909,0.000059,0.55517,1.213109,0.055147,-0.331868,-0.597747,0.018087,-0.448435,0.126524,-0.550921,-0.637956,-0.260158,-0.086826,-1.413021,-0.61303,-0.048377,-0.401124,-0.04654,-0.838554,-1.405863,-0.720462,0.12207,-0.87077,0.724204,-0.036806,-0.423814,1.305958,0.595861,1.38872,-0.066762,noncar
0.586,0.768,-0.065152,0.034133,0.734596,0.169447,-0.072644,0.689612,0.03458,-0.041968,-0.186491,-0.093423,-0.059441,0.472649,-0.79379,0.351278,0.628496,-1.054877,1.062181,-0.066817,0.417785,0.017979,0.469107,0.012449,0.809979,-0.628127,-0.798445,0.978233,-1.219338,0.033922,-0.163673,-1.237484,0.610092,0.076127,0.374344,0.030102,car
0.788,-1.418,-0.378556,-0.631358,-0.627668,0.81068,0.847328,-0.552117,0.376998,-0.020265,-0.324831,-0.114352,0.080606,-0.518442,0.311369,-0.245198,-0.641329,-0.168618,-0.023516,-0.438116,-0.318297,-0.02876,-0.593596,-0.223954,-0.30101,-0.421459,0.469394,-0.015654,-0.273871,0.96502,-0.823983,-0.208721,-0.655697,-0.932629,-0.930646,0.009248,noncar
0.009,-0.932,0.082832,0.455829,-0.638311,0.002903,0.89832,-1.401439,-0.552759,-0.08675,-0.513711,0.11228,0.068939,-0.545064,0.361111,-0.526098,-0.686067,0.789038,-0.006271,-0.065336,-0.604584,0.082706,-0.589209,-0.076184,0.192665,0.418735,1.352727,-0.438799,0.575104,-0.681447,0.870895,-0.1307,-1.452358,-0.14829,-1.494586,0.131256,noncar
0.037,2.711,1.332399,-0.167882,1.844728,-0.333273,0.621545,1.842852,0.703652,-0.007511,0.75922,-0.207015,0.466468,1.471476,-1.367791,0.871699,1.338037,0.004309,-0.627314,1.132584,1.337619,0.832322,1.444812,0.87621,-0.508304,1.511913,-0.790638,0.515139,1.955205,-0.021713,-0.025555,1.724707,0.408572,-0.56702,1.392124,-0.48301,car
-0.29,-0.568,0.18389,0.121958,-0.361921,-0.050043,0.55172,-1.274967,-1.27806,-0.052146,0.426956,-0.039782,-0.733876,-0.502346,0.411025,-0.00926,-0.222546,-0.013841,-0.830304,0.825424,-0.580332,-0.019111,-0.544364,0.56883,-0.906476,0.076526,0.755871,-0.021551,0.162066,-0.14142,0.230346,0.434754,-1.032556,0.089506,-0.631828,0.066749,noncar
0.001,-0.568,0.502035,-0.500207,0.180506,-0.123713,-0.037361,0.594547,0.265392,0.05616,-0.107567,0.027153,-0.315416,-0.015791,-0.241471,-0.14615,-0.262867,-0.314014,0.399158,0.445426,-0.018855,-0.033444,-0.129317,0.883247,0.417818,0.517349,-1.275513,-0.750508,1.932607,-0.029537,0.042312,-0.974412,0.946646,0.447547,0.720005,0.053392,car
0.776,-1.297,-0.624372,0.560586,-0.644439,0.041246,-0.117998,-0.392411,0.505192,0.074749,-0.296372,0.019119,-0.028822,-0.617396,0.615581,0.033961,-0.585883,0.029279,-0.049036,-0.393937,-0.692627,-0.090446,-0.72489,-0.001086,-0.021833,-0.843103,-0.27802,-0.040419,-0.468699,0.011333,-0.025431,-0.060611,-0.143278,-0.536824,-0.07165,0.167981,noncar
0.004,-0.69,-0.384028,0.072251,0.097738,-0.862562,-0.77917,-1.039075,-0.883324,0.100531,0.529551,-0.643417,-0.511473,-0.427262,0.397919,0.464913,-0.646212,0.107236,0.006215,0.09869,-0.449824,0.093343,-0.544473,-0.023246,0.771823,-0.263002,0.176754,-0.507733,-0.021619,-0.026302,-0.142217,-1.205627,-0.683687,0.010645,0.059201,0.003801,noncar
-0.014,0.282,0.289165,0.012378,1.215897,-0.594729,-0.164871,1.308932,0.82207,0.00245,0.360004,-0.943558,-0.034661,0.986976,-0.922485,-0.019263,0.915479,0.324797,-0.103511,0.043834,0.951066,-0.19917,0.857369,0.104411,0.060855,0.846949,0.051317,0.060459,0.035039,0.086007,-0.107618,-0.737082,-0.276675,-0.015187,-0.244896,0.025686,car
0.284,-0.69,-1.212298,0.067204,-1.45166,-0.335069,-0.55033,-1.059714,0.022865,-0.137779,-0.677779,-0.709919,-0.244543,-1.001044,1.161677,-0.031651,-1.042796,0.239438,-0.017471,-1.603628,-1.214683,-0.044717,-0.989593,-0.271387,-0.176229,-0.940535,1.450054,-0.187527,1.951922,-0.246638,-0.821733,0.300877,-1.424415,0.627083,-1.549962,-0.088877,car
-0.024,0.525,-1.060591,0.264845,-0.969371,-0.129784,0.072859,-1.138393,-0.842335,-0.120465,-0.383876,0.331466,-0.072253,-1.185461,1.26688,-0.168332,-0.944966,-0.57565,0.834561,-0.685498,-0.970153,0.860699,-1.071105,0.661475,-0.08198,-1.644319,-0.546215,-0.850103,-0.728257,0.202669,0.100325,-0.012942,0.270766,-0.037087,-0.250549,0.113473,noncar
0.552,-0.568,-0.014094,-0.28329,-0.05106,-0.040905,-0.01681,2.300475,5.144911,-0.866195,7.464786,-0.078616,0.038158,-0.373808,0.545317,-0.009994,-0.229549,-0.248035,-0.033355,0.860821,0.399989,-0.184783,-0.576249,0.749847,-0.452091,0.052175,2.315379,-0.033409,0.539362,0.063067,0.701713,0.525838,-1.004701,-0.058761,-0.444642,-0.0245,noncar
-0.467,-0.811,-0.367342,0.532245,-0.247143,-0.063911,0.011492,-0.232895,0.398466,0.602413,-0.749804,-0.0567,0.047776,-0.378905,0.146641,-0.229813,-0.660626,-0.080253,-0.976782,-0.73666,-0.101512,0.059546,-0.355833,-0.12789,0.508624,-0.44091,0.522573,0.148472,-0.190167,-0.376559,0.003724,-0.072609,0.002373,-0.656208,-0.375557,0.116677,noncar
0.139,-0.082,-1.48954,0.702892,-1.213763,-0.476638,-0.119696,-0.94256,-0.497042,0.061707,-0.113583,0.43647,-0.665988,-1.1256,1.132509,-0.012965,-0.922754,-0.293945,0.279618,-0.776264,-0.902674,0.032574,-1.000627,0.657144,0.749705,-1.72732,-0.747314,0.074019,-0.66486,0.752325,-0.037614,1.522316,0.677301,0.054973,0.662452,0.279569,noncar
-0.888,1.861,1.614431,0.168361,1.334297,0.618171,0.080783,-0.019013,-1.380718,0.242422,-0.503739,0.008545,0.030355,2.161475,-1.71093,0.010982,2.109575,-0.525687,0.548584,1.180263,2.414157,0.770628,2.426164,0.133024,0.855575,2.234847,1.531938,0.647573,0.692805,0.13372,0.135878,-0.191849,-0.789682,0.061832,-1.614012,-0.514824,noncar
0.028,-0.447,-1.097378,-0.665965,-0.448377,-0.052454,0.00607,-0.096681,0.301408,0.355086,-0.323153,-0.903463,0.43507,-0.503386,0.233336,0.034388,-0.621462,0.076897,-0.003306,-1.090516,-0.663424,0.350175,-0.497594,-0.029306,-0.752993,-1.129337,-0.797072,0.025534,-1.367225,-0.092139,-0.128398,-1.340226,1.008699,0.331653,1.03841,-0.111707,noncar
0.851,0.525,1.09725,-0.50386,0.234218,0.04575,-0.057795,1.22889,0.980811,-0.017411,-0.764634,-0.424373,0.223922,0.657016,-1.008113,0.133283,0.585644,-0.416773,0.649268,0.881584,0.721123,-0.009378,0.809535,-0.029344,-0.026681,1.41331,0.327661,-0.046478,-0.469473,0.779386,0.031654,-0.699199,0.875858,-0.266401,-0.086082,0.244115,noncar
-0.611,-1.418,-1.298397,-0.055952,-0.988374,-0.01081,-0.235033,-1.282579,-0.971295,0.787069,-0.348253,0.609746,-0.416669,-1.150235,1.438612,0.087856,-1.039296,-0.233186,0.543378,-1.432385,-1.30011,0.775772,-1.060473,0.008682,0.01439,-1.013801,-0.117961,0.793599,2.153117,-0.710249,0.070145,-0.677725,-0.961814,0.438769,-1.180763,0.767085,car
-0.715,-0.325,-0.796654,0.081163,1.053219,0.676304,-0.003744,0.772976,0.171275,0.688406,0.102195,-0.06576,0.073875,0.303614,-0.294768,-0.102635,0.147051,0.63404,0.021132,-0.914335,0.181383,-0.349529,0.010141,0.092095,-0.016911,-0.283507,-0.858049,-0.17239,0.591716,-0.542304,-0.034282,2.534368,1.045311,0.085845,1.324331,0.143302,car
-0.002,0.525,-0.807767,0.044416,-0.258882,-0.137316,-0.910656,0.031874,-0.05259,-0.067315,-0.516524,-0.109153,-0.90225,0.152453,-0.532597,-0.219214,0.142999,-0.323809,-0.060938,-0.654272,0.259537,-0.499963,0.034528,0.03188,-0.020254,-1.034789,-0.085771,-0.05351,-0.522459,-0.35068,0.040278,0.564524,1.63863,-0.017737,0.796779,0.393206,noncar
0.157,1.496,1.362542,0.235515,1.068726,-0.065642,0.61958,0.735487,-0.202249,-0.061668,0.348765,0.020482,-0.005238,1.37931,-1.225489,0.060498,1.359428,0.039209,-0.024534,1.435419,1.178043,-0.05368,1.361305,-0.63136,-0.504366,1.396495,0.137729,-0.651583,0.356936,0.113242,0.957927,0.982972,-0.222038,-0.04805,0.192828,-0.41833,car
-0.609,-0.082,-0.27236,0.93149,-0.283936,0.122428,0.666657,-0.096691,-0.376221,0.351917,-0.297026,0.137857,-0.519706,-0.458668,0.326707,-0.286012,-0.625335,-0.038792,-0.0604,-0.471762,-0.112404,-0.046544,-0.546031,-0.180718,-0.055229,-0.034557,-0.596587,0.009149,1.738671,-0.122603,0.258775,-1.20853,0.640816,0.087676,0.139065,0.02938,car
-0,0.039,-1.328965,-0.090619,-0.644037,-0.462355,0.022194,0.639588,1.364395,0.221177,-0.569998,-0.33706,0.008334,-0.283105,0.010113,0.023208,-0.589891,0.38165,0.022309,-1.004017,-0.08996,-0.643327,-0.236585,0.104847,0.047071,-1.510633,-0.339229,0.854187,-1.353394,-0.958472,-0.087731,0.095107,1.790076,-0.367883,1.190102,0.250315,noncar
0.002,-0.568,-1.470077,0.067998,-0.796106,-0.035708,0.263712,-0.583101,-0.161703,-0.071902,-0.157753,-0.282704,0.039172,-1.057512,1.174643,0.348531,-0.988838,-0.55016,-0.294188,-0.990545,-1.128512,-0.00041,-0.962237,0.413163,-0.288334,-1.75533,-1.341945,0.266439,-0.015303,0.981509,-0.145313,0.614708,1.957544,-0.030863,1.737111,-0.025812,noncar
